kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J946JG;Personenauto;BMW;318I;20240815;20200815;5906;sedan;5;ORANJE;Niet geregistreerd;4;1998;1465;2050;1565;750;1300;20200815;20200815;Geen verstrekking in Open Data;59773;Ja;223;4;4;0;0;471;183;M1;2050;G3L;e1*2007/46*1947*05;71DY;IAW500K0;0;0.07;285;Nee;Nee;Nee;3350;0;0.00;2022;Logisch;00;Ja;2024-08-15T00:00:00.000;2020-08-15T00:00:00.000;2020-08-15T00:00:00.000;2020-08-15T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JH;Personenauto;FORD;FIESTA;20240825;20200825;1881;hatchback;5;BLAUW;Niet geregistreerd;3;999;1064;1690;1164;580;1000;20200825;20200825;Geen verstrekking in Open Data;18116;Ja;180;4;4;0;0;407;176;M1;1690;JHH;e9*2007/46*3142*14;M0JB1JX;5CDPPNAPJAZ;0;0.06;249;Nee;Nee;Nee;2690;0;0.00;2022;Logisch;00;Ja;2024-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JJ;Personenauto;KIA;NIRO;20240820;20200820;;stationwagen;5;ZWART;Niet geregistreerd;;;1712;2230;1812;;;20200820;20200820;Geen verstrekking in Open Data;47765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2022;Onlogisch;04;Ja;2024-08-20T00:00:00.000;2020-08-20T00:00:00.000;2020-08-20T00:00:00.000;2020-08-20T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JK;Personenauto;FORD;KUGA;20240821;20220621;768;MPV;5;ZWART;Niet geregistreerd;4;2488;1744;2320;1844;750;1200;20200821;20200821;Geen verstrekking in Open Data;41845;Ja;200;4;4;0;0;463;188;M1;2320;DFK;e13*2007/46*2188*03;BGDA1HX;566DA6AP6AF;0;0.06;271;Nee;Ja;Nee;3520;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2022-06-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;169;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JL;Personenauto;KIA;SPORTAGE;20240819;20200819;12538;MPV;5;ROOD;Niet geregistreerd;4;1591;1477;2140;1577;750;1600;20200819;20200819;Geen verstrekking in Open Data;42800;Ja;201;5;4;0;0;449;186;M1;2140;QLE;e5*2007/46*1081*04;F5P21;D711Z1;0;0.08;267;Nee;Nee;Nee;3740;0;0.00;2021;Logisch;00;Ja;2024-08-19T00:00:00.000;2020-08-19T00:00:00.000;2020-08-19T00:00:00.000;2020-08-19T00:00:00.000;164;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JN;Personenauto;SKODA;KAROQ;20231030;20210818;3972;stationwagen;5;ZWART;Niet geregistreerd;4;1498;1295;1881;1395;690;1500;20191030;20201008;Geen verstrekking in Open Data;41914;Ja;204;4;4;0;0;0;184;M1;1881;NU;e8*2007/46*0272*13;ACDPCAX0;NFD7FD7CW0024BF150N1C7B;0;0.08;262;Nee;Nee;Nee;3381;0;0.00;2022;Geen oordeel;05;Ja;2023-10-30T00:00:00.000;2021-08-18T00:00:00.000;2019-10-30T00:00:00.000;2020-10-08T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JP;Personenauto;KIA;NIRO;20240824;20200824;;stationwagen;5;ZWART;Niet geregistreerd;;;1712;2230;1812;;;20200824;20200824;Geen verstrekking in Open Data;44765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2021;Logisch;00;Ja;2024-08-24T00:00:00.000;2020-08-24T00:00:00.000;2020-08-24T00:00:00.000;2020-08-24T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JR;Personenauto;MERCEDES-BENZ;E 220 D;20230826;20200829;4453;stationwagen;5;GRIJS;Niet geregistreerd;4;1950;1680;2450;1780;750;2100;20170216;20200829;Geen verstrekking in Open Data;69692;Ja;224;5;4;;;;;M1;2450;R1ES;e1*2007/46*1560*03;U215P0;CZAA151X;0;0.07;294;Nee;Ja;Nee;4650;;;2022;Geen oordeel;05;Ja;2023-08-26T00:00:00.000;2020-08-29T00:00:00.000;2017-02-16T00:00:00.000;2020-08-29T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JS;Personenauto;VOLVO;V60;20240821;20200821;6650;stationwagen;5;BLAUW;Niet geregistreerd;4;1969;1677;2240;1777;750;1800;20200821;20200821;Geen verstrekking in Open Data;51613;Ja;180;5;4;0;0;476;185;M1;2240;Z;e4*2007/46*1315*09;ZWK9;ZWK9VD0?;0;0.08;287;Nee;Nee;Nee;4040;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;142;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JT;Personenauto;TOYOTA;TOYOTA YARIS;20240822;20200822;570;hatchback;5;GRIJS;Niet geregistreerd;3;1490;1060;1615;1160;450;450;20200822;20200822;Geen verstrekking in Open Data;24140;Ja;175;4;4;0;0;394;175;M1;1615;XPA1F(EU,M);e6*2007/46*0437*00;MXPH11(H);MXPH11L-BHXNBW(2A);0;0.06;256;Nee;Nee;Nee;2065;0;0.00;2022;Logisch;00;Ja;2024-08-22T00:00:00.000;2020-08-22T00:00:00.000;2020-08-22T00:00:00.000;2020-08-22T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JV;Personenauto;KIA;NIRO;20240825;20200825;1596;stationwagen;5;ZWART;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200825;20200825;Geen verstrekking in Open Data;31345;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*09;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2022;Logisch;00;Ja;2024-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JX;Personenauto;NISSAN;NISSAN MICRA;20240828;20200828;3550;MPV;5;GRIJS;Niet geregistreerd;3;999;1035;1550;1135;555;1200;20200828;20200828;Geen verstrekking in Open Data;21670;Ja;184;4;4;0;0;400;174;M1;1550;K14;e9*2007/46*6454*08;D;D01;0;0.07;253;Nee;Nee;Nee;2450;0;0.00;2020;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;146;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946JZ;Personenauto;VOLVO;XC40;20240821;20211104;8866;stationwagen;5;GRIJS;Niet geregistreerd;3;1477;1525;2120;1625;750;1600;20200821;20200821;Geen verstrekking in Open Data;50683;Ja;180;5;4;0;0;443;187;M1;2120;X;e9*2007/46*3146*08;XZL4;XZL4VD0?;0;0.06;270;Nee;Nee;Nee;3720;0;0.00;2021;Logisch;00;Ja;2024-08-21T00:00:00.000;2021-11-04T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;163;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KB;Personenauto;RENAULT;CLIO;20240824;20200824;2062;hatchback;5;BLAUW;Niet geregistreerd;3;999;1065;1603;1165;580;900;20200824;20200824;Geen verstrekking in Open Data;19755;Ja;187;5;4;0;0;405;173;M1;1603;RJA;e2*2007/46*0676*03;BE2;MT5TA08A5000;0;0.06;258;Nee;Nee;Nee;2503;0;0.00;2022;Logisch;00;Ja;2024-08-24T00:00:00.000;2020-08-24T00:00:00.000;2020-08-24T00:00:00.000;2020-08-24T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KD;Personenauto;KIA;NIRO;20240828;20200828;1596;stationwagen;5;GRIJS;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200828;20200828;Geen verstrekking in Open Data;31345;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*09;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2022;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KF;Personenauto;TOYOTA;TOYOTA C-HR;20240827;20211210;1596;hatchback;5;ZWART;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20200827;20200827;Geen verstrekking in Open Data;33127;Ja;170;4;4;0;0;439;180;M1;1860;AX1T(EU,M);e6*2007/46*0338*02;ZYX11(H);ZYX11L-AHXKBW(1E);0;0.05;264;Nee;Nee;Nee;2585;0;0.00;2021;Logisch;00;Ja;2024-08-27T00:00:00.000;2021-12-10T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;156;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KG;Personenauto;VOLKSWAGEN;GOLF;20240827;20200827;;stationwagen;5;GRIJS;Niet geregistreerd;;;1515;2020;1615;;;20200827;20200827;Geen verstrekking in Open Data;33488;Ja;150;5;4;0;0;427;180;M1;2020;AU;e1*2007/46*0623*44;GAC4EBSAX0;FA1FA1MD001E0GAON1ML1AVR0NA;0;0.06;263;Nee;Ja;Nee;0;0;0.00;2020;Logisch;00;Ja;2024-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;145;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KH;Personenauto;HYMER;EX 578;20230524;20200821;13882;kampeerwagen;4;WIT;Niet geregistreerd;4;2287;2700;3500;2800;750;2000;20150115;20200821;Geen verstrekking in Open Data;57563;Ja;142;2;4;;;;;M1;3500;EG/HF001;;;;;0.04;345;Nee;Nee;Nee;5500;;;2022;Geen oordeel;05;Ja;2023-05-24T00:00:00.000;2020-08-21T00:00:00.000;2015-01-15T00:00:00.000;2020-08-21T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KK;Personenauto;VOLKSWAGEN;T-ROC;20230828;20220823;5083;stationwagen;5;ZWART;Niet geregistreerd;4;1498;1250;1860;1350;670;1500;20190828;20200925;Geen verstrekking in Open Data;39294;Ja;205;5;4;0;0;423;182;M1;1860;A1;e13*2007/46*1845*08;DADAX0AC4;FD7FD7CW0027CP1CB;0;0.08;259;Nee;Nee;Nee;3360;0;0.00;2022;Geen oordeel;05;Ja;2023-08-28T00:00:00.000;2022-08-23T00:00:00.000;2019-08-28T00:00:00.000;2020-09-25T00:00:00.000;153;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KL;Personenauto;MAZDA;MAZDA CX-30;20240831;20200831;5658;stationwagen;5;ROOD;Niet geregistreerd;4;1998;1366;1965;1466;600;1300;20200831;20200831;Geen verstrekking in Open Data;39229;Ja;;4;4;0;0;440;180;M1;1965;DM;e13*2007/46*2041*04;6WH;ACW00;0;0.09;266;Nee;Nee;Nee;3265;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;154;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KN;Personenauto;MINI;COOPER CLUBMAN;20230828;20200901;3262;stationwagen;4;ZWART;Niet geregistreerd;4;1598;1120;1645;1220;500;750;20100802;20200901;Geen verstrekking in Open Data;24844;Ja;201;3;4;0;0;394;168;M1;1645;UKL-K;e1*2007/46*0370*01;ZF31;5A;0;0.07;255;Nee;Nee;Nee;2445;0;0.00;2022;Geen oordeel;05;Ja;2023-08-28T00:00:00.000;2020-09-01T00:00:00.000;2010-08-02T00:00:00.000;2020-09-01T00:00:00.000;143;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KP;Personenauto;VOLKSWAGEN;GOLF;20221231;20200825;4625;cabriolet;4;ZWART;Niet geregistreerd;4;1197;1321;1850;1421;610;1200;20121109;20200825;Geen verstrekking in Open Data;30828;Ja;;2;4;0;0;0;178;M1;1850;1K;e1*2001/116*0242*39;AECBZBX0;FM6FM6AJ009E7MGN1;0;0.05;258;Nee;Nee;Nee;3050;0;0.00;2021;Geen oordeel;05;Ja;2022-12-31T00:00:00.000;2020-08-25T00:00:00.000;2012-11-09T00:00:00.000;2020-08-25T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. op voorwielscherm onder motorkap;;;;;;
J946KR;Personenauto;CHEVROLET;SPARK;20230902;20200927;450;hatchback;5;GEEL;Niet geregistreerd;4;1206;944;1367;1044;;;20130228;20200927;Geen verstrekking in Open Data;13870;Ja;164;4;4;0;0;360;160;M1;1367;KL1M;e4*2007/46*0129*08;MHD12;2BB5;0;0.06;238;Nee;Nee;Nee;0;0;0.00;2022;Geen oordeel;05;Ja;2023-09-02T00:00:00.000;2020-09-27T00:00:00.000;2013-02-28T00:00:00.000;2020-09-27T00:00:00.000;;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KS;Personenauto;AUDI;E-TRON 50;20240902;20200902;;stationwagen;5;GRIJS;Niet geregistreerd;;;2345;3040;2445;750;1800;20200902;20200902;Geen verstrekking in Open Data;66446;Ja;190;4;4;0;0;490;194;M1;3040;GE;e1*2007/46*1914*05;XBM2RQ1;QE1QE1G1Z01RT11B200GAAEM0;0;0.06;293;Nee;Nee;Nee;4840;0;0.00;2022;Logisch;00;Ja;2024-09-02T00:00:00.000;2020-09-02T00:00:00.000;2020-09-02T00:00:00.000;2020-09-02T00:00:00.000;158;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KT;Personenauto;FORD;PUMA;20240831;20200831;3426;MPV;5;ROOD;Niet geregistreerd;3;999;1180;1760;1280;640;1100;20200831;20200831;Geen verstrekking in Open Data;29879;Ja;191;4;4;0;0;421;181;M1;1760;J2K;e9*2007/46*3165*03;B7JB12X;5CFPTNAXMAC;0;0.07;259;Nee;Nee;Nee;2860;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;156;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KV;Personenauto;SKODA;FABIA;20240911;20200911;2558;stationwagen;5;WIT;Niet geregistreerd;3;999;1036;1591;1136;560;1000;20200911;20200911;Geen verstrekking in Open Data;18295;Ja;187;4;4;0;0;426;173;M1;1591;5J;e8*2007/46*0319*07;ACDKLDX01;NFM5FM5DF0024BFN1B7A;0;0.06;246;Nee;Nee;Nee;2591;0;0.00;2022;Logisch;00;Ja;2024-09-11T00:00:00.000;2020-09-11T00:00:00.000;2020-09-11T00:00:00.000;2020-09-11T00:00:00.000;145;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KX;Personenauto;MERCEDES-BENZ;C 200 D;20230424;20200827;1891;sedan;5;GRIJS;Niet geregistreerd;4;1597;1455;2135;1555;710;1800;20190424;20200827;Geen verstrekking in Open Data;51070;Ja;226;4;4;0;0;0;0;M1;2135;204;e1*2001/116*0431*51;R01DT0;GZAA157A;0;0.08;284;Nee;Ja;Nee;4005;0;0.00;2022;Geen oordeel;05;Ja;2023-04-24T00:00:00.000;2020-08-27T00:00:00.000;2019-04-24T00:00:00.000;2020-08-27T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946KZ;Personenauto;PEUGEOT;208;20240831;20200904;2682;hatchback;5;ZWART;Niet geregistreerd;3;1199;955;1510;1055;500;500;20200831;20200831;Geen verstrekking in Open Data;19750;Ja;170;4;4;0;0;406;175;M1;1510;U;e2*2007/46*0639*07;P;HMHD-J1B300;0;0.05;254;Nee;Nee;Nee;2010;0;0.00;2021;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-09-04T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LB;Personenauto;MERCEDES-BENZ;A 200;20231007;20210917;4702;stationwagen;5;WIT;Niet geregistreerd;4;1332;1275;1885;1375;685;1600;20191007;20200901;Geen verstrekking in Open Data;49583;Ja;225;5;4;0;0;0;0;M1;1885;F2A;e1*2007/46*1829*07;X2H7T2;FZAA150A;0;0.09;273;Nee;Nee;Nee;3570;0;0.00;2021;Geen oordeel;05;Ja;2023-10-07T00:00:00.000;2021-09-17T00:00:00.000;2019-10-07T00:00:00.000;2020-09-01T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LD;Personenauto;FIAT;FIAT PUNTO;;20220802;1608;MPV;5;GRIJS;Niet geregistreerd;4;1242;1005;1590;1105;400;900;20080317;20200828;Geen verstrekking in Open Data;;Ja;;4;4;0;0;403;169;M1;1590;;e3*2001/116*0217*06;BXA1A;01B;0;0.04;251;Ja;Nee;Nee;2490;0;;2022;Geen oordeel;05;Nee;;2022-08-02T00:00:00.000;2008-03-17T00:00:00.000;2020-08-28T00:00:00.000;149;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. op bodemplaat by voorzitting;;;;;;
J946LF;Personenauto;TOYOTA;TOYOTA RAV4;20240905;20200905;3798;stationwagen;5;WIT;Niet geregistreerd;4;2487;1620;2225;1720;750;1650;20200905;20200905;Geen verstrekking in Open Data;52214;Ja;180;4;4;0;0;460;186;M1;2225;XA5(EU,M);e6*2007/46*0289*02;AXAH54(N);AXAH54L-ANXMBW(2C);0;0.08;269;Nee;Nee;Nee;3875;0;0.00;2022;Logisch;00;Ja;2024-09-05T00:00:00.000;2020-09-05T00:00:00.000;2020-09-05T00:00:00.000;2020-09-05T00:00:00.000;169;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LG;Personenauto;PEUGEOT;208;20240905;20200905;3178;hatchback;5;WIT;Niet geregistreerd;3;1199;1065;1595;1165;580;1200;20200905;20200905;Geen verstrekking in Open Data;25629;Ja;188;4;4;0;0;406;175;M1;1595;U;e2*2007/46*0639*09;P;HNKK-J1B100;0;0.06;254;Nee;Nee;Nee;2795;0;0.00;2022;Logisch;00;Ja;2024-09-05T00:00:00.000;2020-09-05T00:00:00.000;2020-09-05T00:00:00.000;2020-09-05T00:00:00.000;144;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
