kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J946LH;Personenauto;HYUNDAI;I10;20240908;20201031;1596;hatchback;4;WIT;Niet geregistreerd;3;998;899;1310;999;;;20200908;20200908;Geen verstrekking in Open Data;16611;Ja;156;5;4;0;0;367;168;M1;1310;AC3;e5*2007/46*0090*01;B4P11;M51A11;0;0.05;243;Nee;Nee;Nee;0;0;0.00;2021;Logisch;00;Ja;2024-09-08T00:00:00.000;2020-10-31T00:00:00.000;2020-09-08T00:00:00.000;2020-09-08T00:00:00.000;148;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LJ;Personenauto;NISSAN;NISSAN 370Z;20230907;20210703;8211;coupe;2;GRIJS;Niet geregistreerd;6;3696;1525;1800;1625;;;20110223;20200903;Geen verstrekking in Open Data;66188;Ja;250;2;4;;;425;185;M1;1800;Z34;;;;;0.15;255;Nee;Nee;Nee;;;;2022;Geen oordeel;05;Ja;2023-09-07T00:00:00.000;2021-07-03T00:00:00.000;2011-02-23T00:00:00.000;2020-09-03T00:00:00.000;131;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. motorruimte a. schroefveerkoker;;;;;;
J946LK;Personenauto;KIA;STONIC;20240908;20200908;4790;stationwagen;5;ZWART;Niet geregistreerd;3;998;1080;1640;1180;450;1000;20200908;20200908;Geen verstrekking in Open Data;23780;Ja;182;5;4;0;0;414;176;M1;1640;YB;e5*2007/46*1077*02;C5P11;M54CZ1;0;0.06;258;Nee;Nee;Nee;2640;0;0.00;2020;Logisch;00;Ja;2024-09-08T00:00:00.000;2020-09-08T00:00:00.000;2020-09-08T00:00:00.000;2020-09-08T00:00:00.000;151;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LL;Personenauto;BMW;X3 M COMPETITION;20230524;20200911;32069;stationwagen;5;GRIJS;Niet geregistreerd;6;2993;1945;2500;2045;750;2400;20190524;20200911;Geen verstrekking in Open Data;154405;Ja;250;4;4;0;0;473;190;M1;2500;F34XM;e1*2007/46*1988*00;TS01;DAW5E000;0;0.18;286;Nee;Nee;Nee;4900;0;0.00;2022;Geen oordeel;05;Ja;2023-05-24T00:00:00.000;2020-09-11T00:00:00.000;2019-05-24T00:00:00.000;2020-09-11T00:00:00.000;167;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LN;Personenauto;BMW;X1 XDRIVE25E;20240911;20200911;1480;stationwagen;5;GRIJS;Niet geregistreerd;3;1499;1720;2330;1820;750;750;20200911;20200911;Geen verstrekking in Open Data;57561;Ja;193;4;4;0;0;445;182;M1;2330;F1X;e1*2007/46*1676*10;71AB;IAW50000;0;0.05;267;Nee;Nee;Nee;3080;0;0.00;2022;Logisch;00;Ja;2024-09-11T00:00:00.000;2020-09-11T00:00:00.000;2020-09-11T00:00:00.000;2020-09-11T00:00:00.000;158;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LP;Personenauto;AUDI;A4 AVANT;20230503;20201123;4930;stationwagen;5;ZWART;Niet geregistreerd;4;1984;1470;2100;1570;750;1500;20190503;20201026;Geen verstrekking in Open Data;47085;Ja;220;4;4;0;0;0;184;M1;2100;B8;e1*2001/116*0430*59;A2DLVBF1;FD7FD7CK003RT021E18S57CSBEM1;0;0.00;283;Nee;Nee;Nee;3600;0;0.00;2020;Geen oordeel;05;Ja;2023-05-03T00:00:00.000;2020-11-23T00:00:00.000;2019-05-03T00:00:00.000;2020-10-26T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LR;Personenauto;VOLVO;XC40;20240910;20200910;1978;stationwagen;5;BLAUW;Niet geregistreerd;3;1477;1712;2290;1812;750;1800;20200910;20200910;Geen verstrekking in Open Data;51927;Ja;180;5;4;0;0;443;187;M1;2290;X;e9*2007/46*3146*08;XZBB;XZBBVF0?;0;0.07;270;Nee;Nee;Nee;4090;0;0.00;2021;Logisch;00;Ja;2024-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;163;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LS;Personenauto;NISSAN;NISSAN LEAF 24KWH;20230128;20220107;;MPV;5;ROOD;Niet geregistreerd;;;1405;1945;1505;;;20160426;20210129;Geen verstrekking in Open Data;31365;Ja;144;4;4;0;0;445;177;M1;1945;ZE0;e11*2007/46*0230*10;A;A02;0;0.05;270;Nee;Nee;Nee;1945;0;0.00;2022;Geen oordeel;05;Ja;2023-01-28T00:00:00.000;2022-01-07T00:00:00.000;2016-04-26T00:00:00.000;2021-01-29T00:00:00.000;155;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LT;Personenauto;NISSAN;NISSAN QASHQAI;20221008;20220725;4407;MPV;5;WIT;Niet geregistreerd;4;1197;1260;1880;1360;680;1000;20141030;20201009;Geen verstrekking in Open Data;29599;Ja;173;4;4;0;0;438;181;M1;1880;J11;e11*2007/46*0963*02;D;D02;0;0.06;265;Nee;Nee;Nee;2880;0;0.00;2022;Geen oordeel;05;Ja;2022-10-08T00:00:00.000;2022-07-25T00:00:00.000;2014-10-30T00:00:00.000;2020-10-09T00:00:00.000;159;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LV;Personenauto;CITROEN;C3;20240915;20220121;3674;hatchback;5;GRIJS;Niet geregistreerd;3;1199;1065;1570;1165;450;600;20200915;20200915;Geen verstrekking in Open Data;24380;Ja;198;4;4;0;0;400;175;M1;1570;S;e2*2007/46*0003*62;XHNP;Z/AAFS;0;0.07;254;Nee;Nee;Nee;2170;0;0.00;2022;Logisch;00;Ja;2024-09-15T00:00:00.000;2022-01-21T00:00:00.000;2020-09-15T00:00:00.000;2020-09-15T00:00:00.000;149;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LX;Personenauto;HONDA;JAZZ;20240912;20200912;1140;hatchback;5;BLAUW;Niet geregistreerd;4;1498;1200;1710;1300;;;20200912;20200912;Geen verstrekking in Open Data;27140;Ja;175;5;4;0;0;404;169;M1;1710;GR;e6*2007/46*0415*01;GR301;3;0;0.06;252;Nee;Ja;Nee;0;0;0.00;2020;Logisch;00;Ja;2024-09-12T00:00:00.000;2020-09-12T00:00:00.000;2020-09-12T00:00:00.000;2020-09-12T00:00:00.000;153;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946LZ;Personenauto;KIA;NIRO;20240910;20220326;1596;stationwagen;5;BLAUW;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200910;20200910;Geen verstrekking in Open Data;31345;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*09;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2022;Logisch;00;Ja;2024-09-10T00:00:00.000;2022-03-26T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NB;Personenauto;BMW;316I;20000429;20200908;6013;sedan;5;GRIJS;Niet geregistreerd;4;1596;1210;1695;1310;630;1250;19970429;20200908;Geen verstrekking in Open Data;;Nee;;4;4;;;;;M1;1695;;;;;;0.06;270;Nee;Nee;Nee;2975;;;2020;Geen oordeel;05;Ja;2000-04-29T00:00:00.000;2020-09-08T00:00:00.000;1997-04-29T00:00:00.000;2020-09-08T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. in watergoot v. voorruit;;;;;;
J946ND;Personenauto;VOLKSWAGEN;POLO;20221130;20201130;1306;hatchback;5;BRUIN;Niet geregistreerd;3;1198;972;1550;1072;530;800;20110927;20201130;Geen verstrekking in Open Data;14358;Ja;165;4;4;0;0;0;168;M1;1550;6R;e1*2001/116*0510*10;ABCGPA;FM5FM52T111LLEVR27MG;0;0.05;246;Nee;Nee;Nee;2350;0;0.00;2021;Geen oordeel;05;Ja;2022-11-30T00:00:00.000;2020-11-30T00:00:00.000;2011-09-27T00:00:00.000;2020-11-30T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NG;Personenauto;PEUGEOT;2008;20240411;20201010;2092;stationwagen;5;WIT;Niet geregistreerd;3;1199;1135;1675;1235;610;1250;20180411;20200914;Geen verstrekking in Open Data;29089;Ja;200;4;4;0;0;416;174;M1;1675;C;e2*2007/46*0070*39;UHNY;M/S;2;0.08;254;Nee;Nee;Nee;2625;0;0.00;2022;Geen oordeel;05;Ja;2024-04-11T00:00:00.000;2020-10-10T00:00:00.000;2018-04-11T00:00:00.000;2020-09-14T00:00:00.000;;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NH;Personenauto;MAZDA;MAZDA CX-5;20240915;20200915;7394;stationwagen;5;ROOD;Niet geregistreerd;4;1998;1400;2020;1500;750;1800;20200915;20200915;Geen verstrekking in Open Data;39700;Ja;201;4;4;0;0;455;184;M1;2020;KF;e13*2007/46*1803*08;6WE;6EW0;0;0.08;270;Nee;Nee;Nee;3820;0;0.00;2021;Logisch;00;Ja;2024-09-15T00:00:00.000;2020-09-15T00:00:00.000;2020-09-15T00:00:00.000;2020-09-15T00:00:00.000;168;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NJ;Personenauto;PEUGEOT;108;20240917;20211116;1596;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1240;915;;;20200917;20200917;Geen verstrekking in Open Data;14195;Ja;160;4;4;0;0;348;162;M1;1240;P;e6*2007/46*0350*02;S;CFB7-H1B000;0;0.06;234;Nee;Nee;Nee;1240;0;0.00;2021;Logisch;00;Ja;2024-09-17T00:00:00.000;2021-11-16T00:00:00.000;2020-09-17T00:00:00.000;2020-09-17T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NK;Personenauto;HYUNDAI;I10;20240615;20201204;2799;hatchback;5;GRIJS;Niet geregistreerd;3;998;908;1420;1008;;;20170320;20201204;Geen verstrekking in Open Data;12883;Ja;;4;4;0;0;367;166;M1;1420;IA;e11*2007/46*1008*04;B5P21;M52BZ1;0;0.05;239;Nee;Nee;Nee;0;0;0.00;2022;Geen oordeel;05;Ja;2024-06-15T00:00:00.000;2020-12-04T00:00:00.000;2017-03-20T00:00:00.000;2020-12-04T00:00:00.000;150;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. dwarsbalk by voorzitting;;;;;;
J946NL;Personenauto;NISSAN;NISSAN JUKE;20240922;20200922;4790;MPV;5;WIT;Niet geregistreerd;3;999;1176;1725;1276;638;1250;20200922;20200922;Geen verstrekking in Open Data;28341;Ja;180;4;4;0;0;421;180;M1;1725;F16;e9*2007/46*6697*03;A;A06;0;0.07;264;Nee;Nee;Nee;2975;0;0.00;2022;Logisch;00;Ja;2024-09-22T00:00:00.000;2020-09-22T00:00:00.000;2020-09-22T00:00:00.000;2020-09-22T00:00:00.000;159;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NN;Personenauto;AUDI;A4 AVANT;20240919;20200919;6650;stationwagen;5;GRIJS;Niet geregistreerd;4;1984;1475;2100;1575;750;1500;20200919;20200919;Geen verstrekking in Open Data;49910;Ja;210;4;4;0;0;476;185;M1;2100;B8;e1*2001/116*0430*72;A2DLVBF1;FD7FD7CK003RT011B18S54BFAEM1B;0;0.07;283;Nee;Nee;Nee;3600;0;0.00;2020;Logisch;00;Ja;2024-09-19T00:00:00.000;2020-09-19T00:00:00.000;2020-09-19T00:00:00.000;2020-09-19T00:00:00.000;140;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NP;Personenauto;VOLKSWAGEN;T-CROSS;20240918;20200918;4542;stationwagen;5;BLAUW;Niet geregistreerd;3;999;1155;1740;1255;620;1100;20200918;20200918;Geen verstrekking in Open Data;30061;Ja;193;5;4;0;0;411;176;M1;1740;C1;e13*2007/46*1985*05;DKRFACX04;FM6FM6AJ0194BF1AA;0;0.07;255;Nee;Nee;Nee;2840;0;0.00;2021;Logisch;00;Ja;2024-09-18T00:00:00.000;2020-09-18T00:00:00.000;2020-09-18T00:00:00.000;2020-09-18T00:00:00.000;156;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NR;Personenauto;VOLKSWAGEN;GOLF;20230211;20220215;649;stationwagen;5;GRIJS;Niet geregistreerd;4;1390;1117;1750;1217;600;800;20120723;20220215;Geen verstrekking in Open Data;19964;Ja;172;4;4;0;0;0;179;M1;1750;1K;e1*2001/116*0242*38;ACCGGAX0;FM5FM5AF015N7MGN1;0;0.05;258;Nee;Nee;Nee;2570;0;0.00;2022;Geen oordeel;05;Ja;2023-02-11T00:00:00.000;2022-02-15T00:00:00.000;2012-07-23T00:00:00.000;2022-02-15T00:00:00.000;;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NS;Personenauto;MERCEDES-BENZ;CLA 180;20240210;20210512;3956;sedan;5;GRIJS;Niet geregistreerd;4;1332;1310;1945;1410;705;1400;20200210;20210512;Geen verstrekking in Open Data;49029;Ja;216;4;4;0;0;0;0;M1;1945;F2CLA;e1*2007/46*1912*03;33H9T2;FZAA150A;0;0.07;273;Nee;Nee;Nee;3400;0;0.00;2022;Geen oordeel;05;Ja;2024-02-10T00:00:00.000;2021-05-12T00:00:00.000;2020-02-10T00:00:00.000;2021-05-12T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NV;Personenauto;VOLKSWAGEN;ID.3 PRO 150 KW;20240918;20210528;;stationwagen;5;GROEN;Niet geregistreerd;;;1694;2260;1794;;;20200918;20200918;Geen verstrekking in Open Data;43675;Ja;160;5;4;0;0;426;181;M1;2260;E1;e1*2007/46*2033*00;ACEBJC L1FX2;C0O51AA;0;0.04;277;Nee;Nee;Nee;0;0;0.00;2021;Logisch;00;Ja;2024-09-18T00:00:00.000;2021-05-28T00:00:00.000;2020-09-18T00:00:00.000;2020-09-18T00:00:00.000;155;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946NX;Personenauto;BMW;320I;20230331;20201127;9448;cabriolet;4;GRIJS;Niet geregistreerd;4;1995;1600;2055;1700;695;1500;20130517;20201127;Geen verstrekking in Open Data;61245;Ja;;2;4;0;0;461;178;M1;2055;3C;e1*2007/46*0316*07;DV51;5B;0;0.07;276;Nee;Nee;Nee;3630;0;0.00;2022;Geen oordeel;05;Ja;2023-03-31T00:00:00.000;2020-11-27T00:00:00.000;2013-05-17T00:00:00.000;2020-11-27T00:00:00.000;138;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schroefveerkoker;;;;;;
J946NZ;Personenauto;MERCEDES-BENZ;A 180 D;20230930;20200930;5992;stationwagen;5;ZWART;Niet geregistreerd;4;1461;1345;1935;1445;720;1400;20200930;20200930;Geen verstrekking in Open Data;44052;Ja;202;5;4;0;0;446;185;M1;1935;F2A;e1*2007/46*1829*10;X203T2;EZAA051B;0;0.06;273;Nee;Nee;Nee;3420;0;0.00;2022;Logisch;00;Ja;2023-09-30T00:00:00.000;2020-09-30T00:00:00.000;2020-09-30T00:00:00.000;2020-09-30T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946PB;Personenauto;PORSCHE;CAYENNE S;20220921;20200917;21253;stationwagen;5;ZWART;Niet geregistreerd;8;4511;2220;3080;2320;750;3500;20030905;20200917;Geen verstrekking in Open Data;;Ja;242;4;4;;;478;193;M1;3080;;;;;;0.11;286;Nee;Nee;Nee;;;;2021;Geen oordeel;05;Ja;2022-09-21T00:00:00.000;2020-09-17T00:00:00.000;2003-09-05T00:00:00.000;2020-09-17T00:00:00.000;170;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946PD;Personenauto;AUDI;Q3;20240925;20200925;19882;stationwagen;5;GRIJS;Niet geregistreerd;4;1984;1595;2200;1695;750;2100;20200925;20200925;Geen verstrekking in Open Data;69650;Ja;220;4;4;0;0;448;185;M1;2200;F3;e1*2007/46*1900*12;XDKTCQ1;QD7AD7DL004RT21B184BFAHA5EM1BB0;0;0.08;268;Nee;Nee;Nee;4300;0;0.00;2022;Logisch;00;Ja;2024-09-25T00:00:00.000;2020-09-25T00:00:00.000;2020-09-25T00:00:00.000;2020-09-25T00:00:00.000;157;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946PF;Personenauto;MAZDA;MAZDA MX-30;20240926;20200926;;stationwagen;5;ROOD;Niet geregistreerd;;;1620;2119;1720;;;20200926;20200926;Geen verstrekking in Open Data;35600;Ja;140;4;4;0;0;439;180;M1;2119;DR;e13*2007/46*2300*00;1WB;JBW11;0;0.05;266;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-09-26T00:00:00.000;2020-09-26T00:00:00.000;2020-09-26T00:00:00.000;2020-09-26T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946PG;Personenauto;MINI;COOPER S;20220930;20210401;4639;cabriolet;4;ZWART;Niet geregistreerd;4;1998;1270;1765;1370;;;20160307;20210322;Geen verstrekking in Open Data;44458;Ja;228;2;4;0;0;385;173;M1;1765;UKL-L;e1*2007/46*0371*21;WG71;6A2400C0;0;0.10;250;Nee;Nee;Nee;0;0;0.00;2021;Geen oordeel;05;Ja;2022-09-30T00:00:00.000;2021-04-01T00:00:00.000;2016-03-07T00:00:00.000;2021-03-22T00:00:00.000;142;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. motorruimte;;;;;;
J946PH;Personenauto;BMW;520I;20240924;20220104;9478;stationwagen;5;BLAUW;Niet geregistreerd;4;1998;1635;2350;1735;750;2000;20200924;20200924;Geen verstrekking in Open Data;79348;Ja;225;4;4;0;0;494;187;M1;2350;G5K;e1*2007/46*1750*08;JT11;DAW5000M;0;0.08;298;Nee;Nee;Nee;4350;0;0.00;2022;Logisch;00;Ja;2024-09-24T00:00:00.000;2022-01-04T00:00:00.000;2020-09-24T00:00:00.000;2020-09-24T00:00:00.000;150;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J946PJ;Personenauto;TOYOTA;TOYOTA YARIS;20241001;20201001;453;hatchback;5;ROOD;Niet geregistreerd;3;1490;1060;1615;1160;450;450;20201001;20201001;Geen verstrekking in Open Data;22840;Ja;175;4;4;0;0;394;175;M1;1615;XPA1F(EU,M);e6*2007/46*0437*00;MXPH11(H);MXPH11L-BHXNBW(1A);0;0.06;256;Nee;Nee;Nee;2065;0;0.00;2022;Logisch;00;Ja;2024-10-01T00:00:00.000;2020-10-01T00:00:00.000;2020-10-01T00:00:00.000;2020-10-01T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
